rumor,truth,published_date,origin,url,truth_summary,rumor_province,rumor_city,category
江苏太仓港进口一批疑似被污染的日本海鲜,近日，有网民反映“江苏太仓港进口一批疑似被污染日本鲜活海鲜”。对此，江苏太仓港口管理委员会发布《情况说明》回应称，该批海鲜进口商为苏州令合供应链有限公司，是一家专业从事国际货运代理、国际贸易综合性供应链服务的本土企业。本次进口的鲜活海鲜产自日本北海道的鄂霍次克海。北海道不在我国对日本农林水产品进口管制的10个都县名单中。该批进口鲜活海鲜符合我国进口的相关程序和要求。,2023/4/11,“苏州港”微信公众号,https://www.piyao.org.cn/20230411/01a1f856ffbc44629e4a997073bcadd5/c.html,江苏太仓回应疑似污染海鲜事件，符合进口标准。,无,无,突发事件
培训机构响应“双减政策”，主动退还学费,近期有网民反映收到“教育机构”发来短信，称因国家“双减政策”下达，要退还其之前缴纳的学费。但实际上，这是借所谓“清退学费”设下的骗局。不法分子打着学费清退的幌子诱导受害人添加QQ群，随后再以“国家政策调整，公司出台课时费补偿方案”为由，骗取受害人的银行卡号、密码等个人信息，以盗刷银行卡或诱导转账汇款。请广大网民务必提高警惕。,2023/4/10,“上海反诈中心”微信公众号,https://www.piyao.org.cn/20230410/c1f114b519344ce49e82568688575270/c.html,假借学费退款设骗局，引人加群盗信息,无,无,公共政策
只要结清逾期账款，就能帮助修复征信,所有以“征信修复”“征信铲单”“征信洗白”等为噱头的宣传或广告均涉嫌虚假宣传。国家发展和改革委员会发布的《失信行为纠正后的信用信息修复管理办法》中，修复对象所称的失信信息并不是人民银行征信中心征信报告中记载的征信信息，在现行的法规和政策中没有对个人征信修复这个概念。根据有关规定，征信系统中的信息除非有错误和遗漏，否则不能更改和删除。对于信息主体因本人原因未按期足额还款产生的信贷逾期记录，任何机构和个人无权更改或删除。,2023/4/7,山东互联网联合辟谣平台,https://www.piyao.org.cn/20230407/9b2679919037461190d2264acf15f901/c.html,虚假征信修复宣传涉嫌违法，现行法规不支持个人征信修复。,无,无,公共政策
广州全市禁行电动车,近日，有消息称“广州拟全市禁行电动车 邮政快递行业不受影响”，还配有“限行区域图”。经广东广播电视台查证发现，该内容不属实。网传图片内容源于2016年3月《广州市非机动车和摩托车管理规定》的一审稿，所谓的“限行区域图”则来源于2021年7月广州公安发布的《关于调整电动自行车和其他装有动力装置的非机动车通行范围的通告（征求意见稿）》等，主要内容是对电动自行车交通管理政策进行优化调整，但上述文件并未施行。,2023/4/6,广东广播电视台,https://www.piyao.org.cn/20230406/1f9337e9e4b94c5a9a6af56d1804b5fb/c.html,广州禁行电动车传闻不实，内容源自旧稿与征求意见稿。,广东,广州,公共政策
杭州建德、淳安划归衢州,近日，某自媒体账号发布一篇名为《浙江区划优化设想：湖州嘉兴瘦身壮大杭州，建德淳安并入衢州》的文章。随后，@淳安发布、@建德发布 陆续回应，表示“建德、淳安划归衢州”内容不属实。请广大网友不信谣、不传谣。,2023/4/6,浙江辟谣平台,https://www.piyao.org.cn/20230406/1f9337e9e4b94c5a9a6af56d1804b5fb/c.html,自媒体文章称浙江区划拟调整，引发官方辟谣。,浙江,杭州,时事政治
微波炉加热食物致癌、辐射伤身,微波炉加热食物不会导致癌症，所产生的辐射量也不会对人体产生威胁。微波炉的工作原理是通过释放微波来加热食物，微波是一种电磁波，这种电磁波广泛应用在很多家用电器上。如果食物加热温度过高，有可能产生致癌物，但微波是靠电磁波加热食物，不会有明火，温度通常也比传统烹调方式（烧烤煎炸）低。另外，微波炉通常会有防护设置，正常情况下，微波炉的辐射值一般低于300毫高斯，而只有当辐射值超过833.3毫高斯时，才会对人体造成损害。,2023/4/6,科学辟谣,https://www.piyao.org.cn/20230406/1f9337e9e4b94c5a9a6af56d1804b5fb/c.html,微波炉加热安全无致癌风险，辐射值低且有防护设置。,无,无,科学常识
网传青海沙柳河发现野生大熊猫,近日，一段“青海发现野生大熊猫”的视频在多个社交平台流传。视频中一只大熊猫在山坡上爬行，发布者在文字和视频中标注发现地点为青海沙柳河，引发部分网友对大熊猫生存状况的担忧。青海省林业和草原局回应表示，大熊猫在国内的原始分布地主要在四川、陕西和甘肃的白水江一带。大熊猫主要以食用箭竹等竹子为生，而青海是不生长竹子的，因此可以判断视频中的地理位置不是在青海。有自然保护机构的专业人士表示，“青海没有任何的野生大熊猫记录，并且已知的野生大熊猫分布位点都离青海特别远，青海不存在野生大熊猫的任何适宜栖息地。青海不可能出现野生大熊猫。”,2023/4/4,央广网,https://www.piyao.org.cn/20230404/57d9b207a6b64af39ae7608bcc0f67a8/c.html,青海未发现野生大熊猫，视频标注错误，无适宜栖息地。,青海,无,其它
麻醉后人会变笨变傻,许多人手术苏醒后昏昏沉沉，大脑有种“断片”的感觉，也就出现了“麻醉后人会变傻”的错误认知。实际上，这种现象在医学上称作“顺行性遗忘”，即应用了某些药物后，短时间内对发生的事情暂时失去记忆。根据3岁以上人群大样本流行病学的研究结果显示，全麻药物引起的这种症状在体内数天甚至数小时就会被代谢完全，难以对我们大脑带来持续性的影响。,2023/4/4,四川互联网联合辟谣平台、科普中国,https://www.piyao.org.cn/20230404/57d9b207a6b64af39ae7608bcc0f67a8/c.html,麻醉后短暂记忆消失，非智力影响，短期内自行恢复。,无,无,科学常识
北京西城多所学校现场接收小升初简历投递,近日，有人在互联网社交媒体编造散布北京市西城区多所学校现场接收小升初简历投递的不实信息，干扰了相关学校正常教学秩序，造成不良影响。北京西城警方经工作，将嫌疑人郭某某（男，26岁）抓获。目前，郭某某已被依法行政拘留。,2023/4/3,北京日报、北京网络举报,https://www.piyao.org.cn/20230403/9bb76eb826224c7d99edd76670591ae2/c.html,郭某某在社交媒体散布不实小升初信息，已被行政拘留。,北京,无,公共安全
四川德阳中江某河面冒气泡，是有人在偷排污水或地震前兆,近日，网络平台上流传多则四川省德阳市中江县某河面不断冒出大量气泡的视频，有网民评论称“这是有人在偷排污水”“地震前的预兆”“地下有温泉”……经当地水利部门核实，网络流传信息有误，该段河面位于中江县普兴镇团坝村和清凉村交界处的龙宫咀，气泡系安装在水底曝气增氧装置工作时产生。请大家切勿相信网络谣言，共同维护清朗网络空间。,2023/3/31,四川互联网联合辟谣平台、@微播中江,https://www.piyao.org.cn/20230331/a627b465edbc403392a6748673b40f04/c.html,四川德阳河面气泡事件，曝气装置所致，非污水排放或地震预兆，官方辟谣。,四川,德阳,突发事件
天津“小升初改革”,近期，网上传播天津“小升初改革”相关信息，称“天津将实行新的改革方式，也就是采取初中择校，要看小升初的考试成绩”。天津市互联网违法和不良信息举报中心表示，经与当地教育行政部门核实，该信息不属实，相关信息应以官方发布为准，对非官方渠道的信息请勿轻易采信。,2023/3/30,“天津辟谣”微信公众号,https://www.piyao.org.cn/20230330/ff9f8330ed784771b618ddf3eb80a8e3/c.html,天津否认小升初改革传闻，官方信息为准。,天津,无,公共政策
浙江温州有两人因加班非正常死亡,近日，某网民在抖音平台发布“鹿城某地发生两起因加班造成的非正常死亡”相关信息。经浙江省温州市鹿城区网信办调查核实，确认该信息属于虚假信息，该网民行为已涉嫌违反《浙江省人民代表大会常务委员会关于网络虚假信息治理的决定》。鉴于该视频发布后已有多人点赞、转发和评论，造成一定范围传播，扰乱了社会公共秩序，鹿城区网信办随即联合区公安分局对该网民进行约谈。,2023/3/29,“网信温州”微信公众号,https://www.piyao.org.cn/20230329/710e141577e94ecba42ea7f35d508964/c.html,虚假信息传播致扰乱秩序，网民被约谈。,浙江,温州,突发事件
处理白头发的最佳选择是拔掉,头发的颜色取决于毛囊内黑素细胞中的黑色素。长出白发的最主要原因是老化，此外，微量元素摄入不足、长期精神压力大、作息不良等生理性因素和白化病、自身免疫性疾病、甲状腺功能异常、脑垂体功能障碍等病理性因素均可造成黑色素合成障碍，从而产生白发。,2023/3/29,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230329/710e141577e94ecba42ea7f35d508964/c.html,头发变白因老化，营养不良，精神压力，不良作息，及疾病等因素。,无,无,科学常识
反复烧开的千滚水会致癌,生活中千滚水是特别常见的，一壶水烧完放久变凉了，再想喝热的就需要继续加热一下。于是有人担心，反复烧开的千滚水会不会因亚硝酸盐超标而致癌？,2023/3/28,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230328/960fc5c09c824fe495b07712535fa939/c.html,千滚水反复加热致癌担忧是否合理？,无,无,食药卫生
年轻人长期熬夜会长老年斑,近期，山东济南一名25岁女性因长期熬夜导致面部长出“老年斑”一事上了热搜。对此，首都医科大学附属安贞医院皮肤科副主任医师孙立元表示，老年斑是皮肤的一种老化现象，多发于40岁以上中年人，目前尚无研究证实年轻人熬夜一定会导致长老年斑。广州市皮肤病防治所激光理疗科主任医师龚业青亦称，熬夜长老年斑的可能性极小，“年轻人脸上常见的斑，更大的可能是晒斑。”30岁以下的年轻人，也可能会出现一些黄褐斑，但这些斑也不能直接说是熬夜引起。一些内分泌的问题，或者肝、肾、甲状腺方面的基础疾病，或者卵巢囊肿等都可能会引起黄褐斑。,2023/3/28,科学辟谣,https://www.piyao.org.cn/20230328/960fc5c09c824fe495b07712535fa939/c.html,熬夜与年轻女性长老年斑关系小，更多因素需考虑。,无,无,其它
重庆市居民分时电价方案公布了,近日，网络平台上流传多则关于“重庆市居民分时电价方案”的信息。3月24日，重庆市发改委对此发布辟谣声明称，目前部分网络平台流传的“居民分时电价方案”为不实信息。据了解，重庆市发改委此前按照法定程序于3月20日向社会公开发布公告，正式启动了该市居民分时电价听证程序。依法定程序，重庆市发改委将于4月初发布居民分时电价听证方案，届时将邀请权威媒体予以宣传报道。,2023/3/27,重庆市互联网举报中心、重庆市发展和改革委员会官网,https://www.piyao.org.cn/20230327/f6e6b3fc4124468facd4945dd92d482a/c.html,重庆辟谣分时电价方案，将按程序4月初发布正式方案。,重庆,无,公共政策
这些“体检异常”不是病，不用过度治疗,体检是现代人了解自己身体健康状况的重要渠道，有些时候体检报告中会提示一些“异常现象”，看到这些不用非常着急，有一些小“异常”对身体影响不大，可以记住下面这段口诀：,2023/3/27,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230327/f6e6b3fc4124468facd4945dd92d482a/c.html,定期体检，理性对待小异常。,无,无,食药卫生
闰月上坟“祸事临门”,临近清明，网上开始出现有关今年“闰月清明不上坟”“闰月上坟祸事临门”的说法。这类说法源自于一些民间传说和迷信观念，并无任何科学根据和逻辑支撑。农历闰月的设置，是一种人为的适应自然规律的措施，任何“灾害与闰月有关”的传闻（如“闰二月流年不利”）和行为（如社会上的某些迷信活动）都是有悖科学的。,2023/3/24,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230324/4b921a136ae44174866813a83051a7b2/c.html,闰月清明上坟迷信说法，无科学依据，纯属误解。,无,无,其它
结核病和流感一样很快就能治好,相较于流感，结核病的治愈时间更久。一般情况下，普通结核病患者通过规范全程治疗需要6-8个月才可治愈。而一旦治疗不规律或不彻底，则极易发展为疗程更长、治愈率低且病死率高的耐药结核病。因此，大家应高度重视结核病的防治，在生活中保持良好卫生习惯，积极预防感染。,2023/3/24,“北京市疾病预防控制中心”微信公众号,https://www.piyao.org.cn/20230324/4b921a136ae44174866813a83051a7b2/c.html,结核病治疗周期长，不规范易致耐药，需重视防治与卫生习惯。,无,无,食药卫生
云南消防救援部门要求组织培训并售卖消防器材,近期，云南省消防救援总队接到多个咨询称，有不法分子冒充消防救援部门名义致电各单位、部门、企业学校等，要求组织人员进行消防培训并售卖假冒伪劣消防器材。对此，云南省消防救援总队严正声明：云南省消防救援总队依据《中华人民共和国消防法》开展消防安全知识宣传、培训不收取任何费用，全省消防救援部门未委托、授权、指派任何单位或个人开展消防技术服务、消防安全培训等事项，未开展任何形式的有偿消防安全宣传教育培训活动或推销、售卖各类消防产品和器材。如遇上述情形，切勿轻信，谨防上当受骗。,2023/3/23,云南省互联网违法和不良信息举报中心、云南消防救援总队,https://www.piyao.org.cn/20230323/cd078678bb4d43309ee78bdcf5bcf01d/c.html,云南省消防总队严打假冒消防培训及推销伪劣器材行为，全程免费正规服务。,云南,无,公共安全
四川广安遭遇9.8级大地震,近日，四川广安一男子醉酒后在某社交平台上发布房屋废墟视频，并在视频中称“广安发生了9.8级大地震，房屋都倒塌了”等虚假言论。截至被查获时，该视频浏览量达2.3万，造成恶劣社会影响。目前，该男子已被广安市广安区公安分局依法刑事拘留，案件正在进一步办理中。,2023/3/22,四川互联网联合辟谣平台,https://www.piyao.org.cn/20230322/7732ce9954984d1a8c1709ee6c0f6b7c/c.html,男子发布虚假地震信息，引发不良影响，已被刑事拘留。,四川,无,突发事件
上海有医生感染禽流感死亡,近日，“上海第十人民医院医生因H7N9死亡”“华医院崇明分院多人感染ng病毒死亡”的信息在网上流传。经了解，近期上海各大医院均未出现上述死亡情况。同时，上海并无“华医院崇明分院”，疑似为“新华医院崇明分院”漏字的结果，而该院近期无相关事件。“ng病毒”的说法也不准确，这或是指“ng阳性”，也就是淋球菌感染。淋球菌是一种人体寄生菌，而相关谣言却称该病毒来自香蕉，完全是无稽之谈。,2023/3/21,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230321/3acbf308167646ab9b97b2c002899288/c.html,上海医院无死亡病例，"ng病毒"说法不实涉误导。,上海,无,食药卫生
中国遭“虫雨”袭击,近日，美国《纽约邮报》一则报道声称“中国遭遇‘虫子雨’，居民被告知出门打伞”，引发众多网友关注。实际上，报道中所谓的“虫子”不过是中国十分常见的杨树花，让外媒大呼小叫的所谓“生物灾难”，只是杨树花落在了车上。,2023/3/20,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230320/a1c6983a3113451e9bfa55e0906fbf3d/c.html,美国媒体误报，中国"虫子雨"实为杨树花落，非生物灾难。,无,无,突发事件
指甲上月牙越多身体越健康？月牙越少身体越差,所谓的月牙其实就是新的指甲。月牙的学名是甲半月、半月痕，它是新长出来的角蛋白细胞，伴随着指甲生长自然形成。而指甲是死去的、变硬变透明的角蛋白细胞，指甲生长的过程是新的角蛋白细胞不断取代死去的角蛋白细胞的过程。每个人都会长新指甲，只不过有些人长得快，月牙比较明显；有些人的甲基长得靠后，或者是指甲的生长速度偏慢，看起来就像没有月牙一样，其实它只是藏起来了。因此，月牙越多身体越健康、越少则身体越差的说法是错误的。,2023/3/20,人民网科普,https://www.piyao.org.cn/20230320/a1c6983a3113451e9bfa55e0906fbf3d/c.html,月牙是新生指甲，代表健康，数量不代表健康标准。,无,无,科学常识
西安可机构或个人收费代办申请保障性住房,近期，有人通过社交平台发布“不限户口申请免费住房，西安打响‘第一枪’”等虚假保障性住房信息，诱骗群众与信息发布者私聊，进而实施诈骗。对此，西安市保障性住房管理中心发布公告，严正声明西安市公共租赁住房的申请审批程序为社区受理，街办、区住房保障中心进行审核并进行公示，西安市保障性住房管理中心组织进行资格联审工作。其中：西安市城六区户籍居民应向其户籍所在地的社区、人才交流中心提出书面申请；西安市五区二县户籍居民应向其工作单位所在地社区提出书面申请；非西安市户籍居民应向其居住证所在地社区提出书面申请，且全部流程均不收取任何费用。提醒市民按照政策规定的正常渠道和程序申请保障房，避免上当受骗。,2023/3/17, “西安住建”微信公众号,https://www.piyao.org.cn/20230317/67473e8363f54628a5e4ce3893045075/c.html,西安辟谣虚假住房信息，强调正规申请流程，防诈骗。,陕西,西安,公共政策
湖南武冈挖出“龙身化石”,近日，在湖南省武冈市马坪乡石地村，修路施工人员作业过程中挖出一块形似“龙爪”的石头，表面似覆盖着“鳞片”。有网民猜测是“恐龙化石”“守护帝王墓穴的石兽龙”等。武冈市文物局工作人员赴现场鉴定，通过进一步扩大挖掘，初步鉴定石头“鳞片”为自然风化形成，并非群众所说的“化石”“龙化石”。后经邵阳市文物局专家进一步鉴定，确定该石头既不是化石，也不是文物，为普通石头。,2023/3/16,湖南省互联网辟谣平台、红网,https://www.piyao.org.cn/20230316/be7c143490394e3fb7d32d16aa6c9bee/c.html,修路挖出"龙爪石",湖南,无,科学常识
桂林龙脊梯田水变红了,近日，有网民通过抖音、快手、微博等网络平台发布“大自然，龙脊梯田，绿水青山，怪事……水红了”的视频，引发议论。龙胜各族自治县文化广电体育和旅游局发现该情况后，及时联合县生态环境保护综合执法大队、县文化市场综合行政执法大队、龙脊梯田国家湿地公园风景名胜区管理处等部门到龙脊梯田景区进行核查。经实地调查了解，确定视频中的“红水”现象不是发生在桂林龙脊梯田景区。该网民发布的信息为不实信息。,2023/3/15,广西互联网辟谣平台,https://www.piyao.org.cn/20230315/6caf3c9a4a214e658d62c5a19e6b9b86/c.html,网民发布龙脊梯田红水视频被证实不实，官方已调查澄清。,广西,桂林,突发事件
叶黄素能预防近视,近日，因不少商家在宣传时向消费者传递“坚持吃叶黄素能预防近视甚至恢复视力”的观念，部分消费者在商家的鼓吹之下买单，各大网购平台上，叶黄素类保健品的销量增长了不少。但事实上，叶黄素无法预防或治疗近视。,2023/3/14,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230314/7bc2a289cfed4ef9bda49de7f1b10175/c.html,商家夸大叶黄素功效，误导消费者，实际无防治近视作用。,无,无,食药卫生
柑橘喷洒保鲜剂有害健康不能吃,目前，柑橘保鲜的化学防治药剂主要有咪鲜胺、抑霉唑、枯草芽孢杆菌、甲基硫菌灵、百可得和噻菌灵等。这些药剂均获得了农业农村部的农药登记认证，并在登记之前通过严格的实验测试、大田测试和毒性测试等诸多考核，从药剂使用的安全性上看是有安全保障的。,2023/3/13,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230313/da1f7e9f2dd74af3a155dbed9c4fafc3/c.html,柑橘保鲜常用化学药剂：咪鲜胺、抑霉唑等，安全可靠。,无,无,食药卫生
常喝葡萄酒能保护心脏,葡萄酒中含有的白藜芦醇对心脏确有一定的保护作用，但相关研究大多都局限于动物实验，白藜芦醇的最佳剂量尚未在人体研究中得到证实。某些研究中提到根据白藜芦醇对动物的有效剂量推算到人类，对于人的有效剂量为1克/天。但有数据显示：红葡萄酒中的白藜芦醇浓度为0.361-1.972毫克/升，要想通过喝红酒满足每天摄入1克白藜芦醇，那需要喝掉几百瓶红葡萄酒。而且，白藜芦醇不只存在于葡萄酒中，葡萄、苹果、蓝莓、李子、花生中也都有。,2023/3/10,科学辟谣,https://www.piyao.org.cn/20230310/f7c21bd704bb41e0a74d08fcd4afec0d/c.html,白藜芦醇或有益心脏，但人体剂量未证实，摄入量远超日常饮用可能。,无,无,食药卫生
锻炼步数越多越好,如果按照正确的姿势，在适量的范围内走路锻炼，确实可以提高人体免疫力，延缓关节衰老，预防骨质疏松等。但如果一味地追求锻炼步数越多越好，可能引发一系列身体疾病。从运动角度讲，每天走路锻炼是一种有氧训练，它能提升我们的心肺功能以及心血管的功能，但如果单纯依靠走步并不会有明显的锻炼效果。尤其是一些体重偏高、年纪偏大的人，每天走路过多会对膝盖造成很严重的磨损，久而久之就会出现疼痛问题，造成负面影响。因此，锻炼要根据自己的身体情况，量力而行。,2023/3/10,中央广电总台中国之声,https://www.piyao.org.cn/20230310/f7c21bd704bb41e0a74d08fcd4afec0d/c.html,适量步行增强免疫，过量致膝损健康。,无,无,科学常识
社保缴费满15年就可以不缴了,依法参加社会保险，是用人单位和劳动者应尽的义务，即使社保缴满了15年，只要存在劳动用工关系，就要依法参保。,2023/3/9,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230309/7d576e67b8364733958672cc2282cfed/c.html,依法参保是用人单位与劳动者义务，持续用工需依法续保。,无,无,公共政策
阳过了就可以不戴口罩了,国务院联防联控机制有关专家解答，感染一次新冠病毒后，人体形成的免疫力会起到一定的保护作用。但奥密克戎可能快速变异出新的亚分支，出现较强的免疫逃逸能力，康复者不能完全避免二次感染。,2023/3/8,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230308/e62112da1b404448ac3ae938139a28c1/c.html,新冠病毒感染后可提供一定保护，但面对快速变异的奥密克戎，康复者仍面临二次感染风险。,无,无,食药卫生
“多吃辣”可以预防和治疗糖尿病,有研究表明，辣椒可能会增加胰岛素受体的数量或者亲和力，提高胰岛素的清除率，改善餐后高胰岛素血症，所以经常吃辣的人出现餐后胰岛素血症的概率会更低。那么，用“多吃辣”的方法来预防和治疗糖尿病，科学吗？答案是否定的。我们生活中常见的“辣食”，比如火锅、麻辣烫等除了辣之外，往往会同时有高油、高盐等问题。此外，我国的糖尿病人群主要还是中老年人，胃肠道状况能不能接受辛辣食物的刺激是因人而异的。因此，在具体的食物选择上要注意坚持饮食清淡的原则，适度食辣。,2023/3/8,“科普中国”微信公众号,https://www.piyao.org.cn/20230308/e62112da1b404448ac3ae938139a28c1/c.html,多吃辣不科学防治糖尿病，需注意饮食清淡，适量食用辣食。,无,无,科学常识
酒精和免冲洗洗手液可以杀灭诺如病毒,国家卫健委发布的《诺如病毒感染性腹泻高发季校园防控健康提示》明确指出，诺如病毒环境抵抗力强，在0℃-60℃的温度范围内均可存活，可在物体表面存活2周，在水中存活2个月以上。酒精、消毒纸巾和免洗手消毒剂对诺如病毒无效。,2023/3/7,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230307/7bec8ced46e948a395b46ff27b182a12/c.html,诺如病毒环境适应性强，广泛存活，常规消毒无效。,无,无,食药卫生
夜晚关灯看手机不会影响视力,夜晚关灯看手机不仅容易导致眼干、眼涩、眼疲劳、近视加深，还可能导致青光眼。因为眼睛在昏暗的环境下，会自动张大瞳孔，使虹膜受到挤压，导致眼睛内部的房水流出受阻，继而升高眼压。久而久之，则可能引发青光眼，甚至最终造成失明。3月6日是世界青光眼日，我们平时一定要格外爱护眼睛，尽量减少青光眼和其他眼病对眼睛健康的危害。,2023/3/6,“科普中国”微信公众号,https://www.piyao.org.cn/20230306/f288d76c6cf44439a87be98c8af45a22/c.html,夜间暗光下玩手机易致眼干涩、近视加深，严重可引发青光眼，危及视力。,无,无,科学常识
北京将全面取消中考,近期，关于“北京将全面取消中考”的消息在社交平台上广泛传播，引发考生及家长的担忧。对此，北京考试报2日发文称 ：为探索多元招生录取方式，北京市2022年首次在东城区和西城区的部分普通高中开展登记入学试点，并继续推动实施1+3人才培养试验工作。两项招生政策在一定程度上为考生升入高中提供新的选择机会，但也需要满足一定的条件和要求。其目的是让北京学子的升学能有更多选择，而非“捷径”，更不是所传的“北京将全面取消中考”。,2023/3/3,北京日报、北京考试报,https://www.piyao.org.cn/20230303/b7da7974cc3240de8405760da03450b0/c.html,北京中考未取消，推出新招生政策提供更多升学途径。,北京,无,公共政策
乌鲁木齐住房公积金额度上限再度提高，可贷80%房款,近日，乌鲁木齐等地流传一张题为《住房公积金重大改革》的图片，用“住房公积金贷款额度上限再次提高”“可以贷款80%房款”等字眼博人眼球。,2023/3/2,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230302/12390a5592b94fb4b5e058fcdc95ee3e/c.html,乌鲁木齐住房公积金改革，贷款额度上限提高，可贷房款80%。,新疆,乌鲁木齐,公共政策
白色草莓是转基因水果吗？能否安心食用,近年来，市面上出现了多个白色草莓品种。由于它与普通草莓颜色相差较大，有民众担心白色草莓属于转基因水果，因而不敢食用。,2023/3/2,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230302/12390a5592b94fb4b5e058fcdc95ee3e/c.html,白色草莓非转基因，市场热销，民众疑虑食用。,无,无,科学常识
四川德阳“中江机场建设成功”,近期，多名网民在抖音短视频平台发布“四川德阳中江机场建设成功”“德阳中江仓山镇要修机场”“中江国际机场直飞拉萨”等信息，引发关注。经四川省规划部门核实，该信息不实。,2023/3/1,四川互联网联合辟谣平台、@微播中江,https://www.piyao.org.cn/20230301/ffc7852d55044f009b31792d7292cea1/c.html,抖音传德阳中江机场建设消息，官方证实不实。,四川,德阳,突发事件
每天吃一个鸡蛋，对身体不好,研究表明，每天吃一个鸡蛋不会升高胆固醇，每周食用五个或更多鸡蛋也不会对葡萄糖或血压相关结果产生不利影响。相反，适量食用鸡蛋能降低糖尿病、高血压和心血管疾病的发生风险。现阶段，我国饮食指南建议每天吃一个鸡蛋；但研究数据表明，我国人群的鸡蛋平均摄入量远不到推荐量。因此，需要多鼓励人们适量食用鸡蛋，以此来降低心血管疾病的总体风险。,2023/3/1,健康时报,https://www.piyao.org.cn/20230301/ffc7852d55044f009b31792d7292cea1/c.html,适量吃鸡蛋可降心血管病风险，符合健康但我国摄入不足。,无,无,科学常识
“银保监会”给贷款申请人发“红头文件”,近日，有多名网友反映收到来自“中国银行监督管理委员会办公厅”发出的“通知函”，称“因贷款申请人XX贷款账户信息不符，下款出现异常，现将贷款资金冻结……需要重新递交身份证正反面，同时需提交贷款金融50%的对接认证金，才能解冻账户”。,2023/2/28,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230228/c1b36d0676614750bbcab6b92c92340e/c.html,伪监管机构发通知，谎称贷款异常，要求重新提交证件及高额认证金解冻。,无,无,公共政策
奥司他韦是治疗感冒、流感的“万能神药”,上述说法言过其实。流行性感冒（流感）多为甲型流感病毒引起，普通感冒多为鼻病毒等引起，奥司他韦等神经氨酸酶抑制剂是甲流的预防和治疗药物，但其对普通感冒无效。且奥司他韦这类抗病毒药物属于处方药，使用时须遵医嘱，不宜自行服用；具有一定的耐药性，也不宜长期服用。,2023/2/27,中国互联网联合辟谣平台,https://www.piyao.org.cn/20230227/09f9717bd8d841db8bef9fad83d588df/c.html,流感需甲流药预防治疗，普通感冒无效，奥司他韦为处方药，有耐药风险。,无,无,科学常识
“云南文旅局”通知游客延期前往云南,近日，有不法分子以“云南文旅局”的名义，通过微信、小红书等网络平台散布谣言，通知游客延期前往云南。对此，云南省文化和旅游厅表示，不存在“云南文旅局”这样的机构或单位，凡是以此名义发布的各类信息均为虚假信息。当前，春光正好，欢迎广大游客来云南观光旅游。提醒广大网民从正规渠道获取出游信息，勿轻信网络谣言。,2023/2/24,新华社、云南省互联网举报中心,https://www.piyao.org.cn/20230224/4b90673442dc4764932522b7a52418d7/c.html,云南文旅局谣言通知游客延期，官方辟谣并欢迎游客。,云南,无,公共政策
沙糖桔和牛奶存在食物相克,实际上，二者相遇出现的沉淀可能是絮凝现象，这在胃中很容易被消化掉。出现絮凝现象的原因是牛奶中的蛋白质遇到橘子中的有机酸后，蛋白质出现变性凝固，属于自然变化，并非食物相克，而变性的蛋白质往往更容易被消化。如果同时食用出现腹泻的情况，需要考虑是否是乳糖不耐受、食物变质或食物被微生物污染导致的腹泻。因此，橘子和牛奶在正常情况下可以同时食用，但需要注意个人饮食卫生以及不要食用过量。,2023/2/24,科学辟谣平台,https://www.piyao.org.cn/20230224/4b90673442dc4764932522b7a52418d7/c.html,橘子牛奶同食通常无害，可能引发腹泻需排查其他原因。,无,无,食药卫生
甘肃庆阳二中附近有人给钱诱骗学生上车带路,此消息系旧谣。其实，此前在上海、宁波、厦门、深圳等多个地方，都有这则消息的相应版本，只是地点、名称略有不同，内容基本一致，属于典型的“旧谣新炒”。相关信息已被全国多地网警辟谣。请广大网民擦亮眼睛，勿上当受骗、勿转发谣言信息。,2023/2/23, “庆阳网警”等多地网警账号,https://www.piyao.org.cn/20230223/250773f2f4b947c58c69d5be967b3a3a/c.html,多地流传相似谣言，各地网警已辟谣，请勿轻信转发。,甘肃,无,其它
网传桂林等多地校园使用违规教材,桂林市教育局2月20日发布公开申明称，经对全市717所义务教育阶段学校进行核查，仅发现1所外国语学校在使用国家审定教材完成规定教学任务后，向学生推荐了《剑桥新思维英语EnglishinMind》（青少版），作为课后延伸学习的课外读物，并非作为教材使用。经组织专家对该课外读物进行认真审读，未发现政治方向、价值导向问题。请广大网民不造谣、不信谣、不传谣。2月21日，发布不实帖文的网民已就此发文道歉。,2023/2/22,“南宁举报辟谣”微信公众号、“桂林教育”微信公众号,https://www.piyao.org.cn/20230222/1a752efcd75441bfa964c8d809b944fe/c.html,桂林市查1校推荐非教材英文读物，专家审读后无问题。,广西,桂林,公共政策
